Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ghost-of-tsushima-oversized-tee,,,,,,,,,red,,,xl,,,,,,500.0,shopify,2,deny,manual,1200.00,1499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_33.jpg?v=1755376374,4,Ghost of Tsushima Oversized Tee (Red) TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_35.jpg?v=1755376938,kg,,,
harley-quinn-hey-puddin-crop-tee,"""Hey Puddin"" Regular Crop Top","<p data-start=""226"" data-end=""580"">Hey puddin’—Harley’s here to steal the spotlight (and maybe your heart). This cropped graphic tee from our Comic Culture collection is serving chaos, color, and crazy-cute vibes all in one. With its fiery red base and playful diamond prints, it’s the perfect mix of sweet and psycho—just like our favorite anti-heroine.</p>
<p data-start=""582"" data-end=""608""><strong data-start=""582"" data-end=""606"">Product Description:</strong></p>
<ul data-start=""609"" data-end=""1128"">
<li data-start=""609"" data-end=""642"">
<p data-start=""611"" data-end=""642""><strong data-start=""611"" data-end=""626"">Collection:</strong> Comic Culture</p>
</li>
<li data-start=""643"" data-end=""680"">
<p data-start=""645"" data-end=""680""><strong data-start=""645"" data-end=""658"">Material:</strong> 100% premium cotton</p>
</li>
<li data-start=""681"" data-end=""711"">
<p data-start=""683"" data-end=""711""><strong data-start=""683"" data-end=""691"">Fit:</strong> Cropped, boxy fit</p>
</li>
<li data-start=""712"" data-end=""772"">
<p data-start=""714"" data-end=""772""><strong data-start=""714"" data-end=""724"">Color:</strong> Harley red with all-over white diamond motifs</p>
</li>
<li data-start=""773"" data-end=""800"">
<p data-start=""775"" data-end=""800""><strong data-start=""775"" data-end=""788"">Neckline:</strong> Crew neck</p>
</li>
<li data-start=""801"" data-end=""831"">
<p data-start=""803"" data-end=""831""><strong data-start=""803"" data-end=""815"">Sleeves:</strong> Short sleeves</p>
</li>
<li data-start=""832"" data-end=""925"">
<p data-start=""834"" data-end=""925""><strong data-start=""834"" data-end=""844"">Print:</strong> ""Hey Puddin"" Harley Quinn face graphic at the front, high-quality screen print</p>
</li>
<li data-start=""926"" data-end=""987"">
<p data-start=""928"" data-end=""987""><strong data-start=""928"" data-end=""937"">Care:</strong> Machine wash cold, gentle cycle, tumble dry low</p>
</li>
<li data-start=""988"" data-end=""1028"">
<p data-start=""990"" data-end=""1028""><strong data-start=""990"" data-end=""1010"">Sizes Available:</strong> XS, S, M, L</p>
</li>
<li data-start=""1029"" data-end=""1128"">
<p data-start=""1031"" data-end=""1128""><strong data-start=""1031"" data-end=""1045"">Style Tip:</strong> Pair with high-waist jeans or a mini skirt for that playful mischief-maker look.</p>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",Comic,true,Size,s,product.metafields.shopify.size,,,,,,,,300.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/2_1.jpg?v=1755804854,1,"""Hey Puddin"" Regular Crop Top TacT Lifestyle",false,"""Hey Puddin"" Regular Crop Top - TacT Lifestyle","Unleash your inner Harley with ""Hey Puddin"" Crop Top! Bold red, diamond motifs, and a cheeky graphic for the perfect blend of sweet chaos. XS-L, shop now!",,,,,,,,,,,,,,teens; adults,,red,cotton,crew,s; m; l; xl,short,female,crop-top,,,,,,kg,,,active
harley-quinn-hey-puddin-crop-tee,,,,,,,,,m,,,,,,,,,300.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/2_3.jpg?v=1755804854,2,"""Hey Puddin"" Regular Crop Top TacT Lifestyle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
harley-quinn-hey-puddin-crop-tee,,,,,,,,,l,,,,,,,,,300.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/2_2.jpg?v=1755804854,3,"""Hey Puddin"" Regular Crop Top TacT Lifestyle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
harley-quinn-hey-puddin-crop-tee,,,,,,,,,xl,,,,,,,,,300.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/2_4.jpg?v=1755361983,4,"""Hey Puddin"" Regular Crop Top TacT Lifestyle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
hot-red-basic-oversized-tee,Hot Red Basic Oversized Tee,"<p data-start=""87"" data-end=""182"">Bright, soft, and comfy – perfect for casual everyday wear.</p>
<ul data-start=""207"" data-end=""354"">
<li data-start=""207"" data-end=""232"">
<p data-start=""209"" data-end=""232"">Material: 100% Cotton</p>
</li>
<li data-start=""233"" data-end=""260"">
<p data-start=""235"" data-end=""260"">Fit: Oversized, relaxed</p>
</li>
<li data-start=""261"" data-end=""284"">
<p data-start=""263"" data-end=""284"">Neckline: Crew neck</p>
</li>
<li data-start=""285"" data-end=""310"">
<p data-start=""287"" data-end=""310"">Sleeve: Short sleeves</p>
</li>
<li data-start=""311"" data-end=""354"">
<p data-start=""313"" data-end=""354"">Care: Machine wash cold, tumble dry low</p>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",Basic,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_6.jpg?v=1755373264,1,Hot Red Basic Oversized Tee TacT Lifestyle,false,Hot Red Basic Oversized Tee - TacT Lifestyle,"Bright, soft, and comfy – perfect for casual everyday wear. Material: 100% Cotton Fit: Oversized, relaxed Neckline: Crew neck Sleeve: Short sleeves  - TacT Lifestyle",,,adult,,,,,,,,,,,adults,,red,cotton,crew,s; m; l; xl,short,male; female; unisex,,,,,,,kg,,,active
hot-red-basic-oversized-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_8.jpg?v=1755373836,2,Hot Red Basic Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
hot-red-basic-oversized-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_7.jpg?v=1755373554,3,Hot Red Basic Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
hot-red-basic-oversized-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiss-pop-cropped-tee,Kiss Pop Oversized Cropped Tee,"<p data-start=""144"" data-end=""540"">The <strong data-start=""175"" data-end=""199"">Kiss Pop Cropped Tee</strong> is pure attitude with a splash of fun. Featuring a scattered multicolor lip print on sleek black cotton, it’s a statement piece that plays well with denim, skirts, or even layered streetwear fits. The cropped cut and relaxed sleeves give it that effortlessly cool vibe, perfect for days when you want to stand out without trying too hard.</p>
<ul>
<li data-start=""561"" data-end=""620"">
<p data-start=""563"" data-end=""620""><strong data-start=""563"" data-end=""574"">Fabric:</strong> 100% Cotton (Soft, breathable, and durable)</p>
</li>
<li data-start=""621"" data-end=""660"">
<p data-start=""623"" data-end=""660""><strong data-start=""623"" data-end=""631"">Fit:</strong> Relaxed cropped silhouette</p>
</li>
<li data-start=""661"" data-end=""707"">
<p data-start=""663"" data-end=""707""><strong data-start=""663"" data-end=""675"">Pattern:</strong> Multicolor lip print all over</p>
</li>
<li data-start=""708"" data-end=""735"">
<p data-start=""710"" data-end=""735""><strong data-start=""710"" data-end=""723"">Neckline:</strong> Crew neck</p>
</li>
<li data-start=""736"" data-end=""765"">
<p data-start=""738"" data-end=""765""><strong data-start=""738"" data-end=""750"">Sleeves:</strong> Half sleeves</p>
</li>
<li data-start=""766"" data-end=""826"">
<p data-start=""768"" data-end=""826""><strong data-start=""768"" data-end=""777"">Care:</strong> Machine wash cold, gentle cycle, do not bleach</p>
</li>
<li data-start=""827"" data-end=""971"">
<p data-start=""829"" data-end=""971""><strong data-start=""829"" data-end=""845"">Styling Tip:</strong> Pair with high-waist denim and chunky sneakers for a bold street style, or tuck into a mini skirt for a playful, chic look.<br></p>
<ul>
<li data-start=""1000"" data-end=""1031"">
<p data-start=""1002"" data-end=""1031""><span style=""text-decoration: underline;"">Model height: 5’6"" (168 cm)</span></p>
</li>
<li data-start=""1032"" data-end=""1056"">
<p data-start=""1034"" data-end=""1056""><span style=""text-decoration: underline;"">Wearing size: Medium</span></p>
</li>
<li data-start=""1057"" data-end=""1095"">
<p data-start=""1059"" data-end=""1095""><span style=""text-decoration: underline;"">True to size — take your usual fit</span></p>
</li>
</ul>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",neon,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/1_12.jpg?v=1755365375,1,Kiss Pop Oversized Cropped Tee TacT Lifestyle,false,Kiss Pop Cropped Tee – Women’s Streetwear T-Shirt | Tact Lifestyle,"Add a pop of color to your style with the Kiss Pop Cropped Tee from Tact Lifestyle. Bold lip prints, comfy cotton, and a cropped fit for that perfect streetwear edge.",,,adult,,,,,,,,,,,adults,,black,cotton,crew,s; m; l; xl,short,female,crop-top,,,,,,kg,,,active
kiss-pop-cropped-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/1_10.jpg?v=1755365657,2,Kiss Pop Oversized Cropped Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiss-pop-cropped-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/1_11.jpg?v=1755365935,3,Kiss Pop Oversized Cropped Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiss-pop-cropped-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,5,deny,manual,720.00,899.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-basic-oversized-t-shirt,Lavender Basic Oversized T-shirt,"<p data-start=""114"" data-end=""263""><br data-start=""130"" data-end=""133"">A clean canvas with a calm vibe. This lavender oversized tee brings softness to your streetwear with its chill tone and roomy fit.</p>
<p data-start=""265"" data-end=""287""><strong data-start=""265"" data-end=""285"">Product Details:</strong></p>
<ul data-start=""288"" data-end=""381"">
<li data-start=""288"" data-end=""311"">
<p data-start=""290"" data-end=""311"">Fresh lavender tone</p>
</li>
<li data-start=""312"" data-end=""336"">
<p data-start=""314"" data-end=""336"">Oversized silhouette</p>
</li>
<li data-start=""337"" data-end=""363"">
<p data-start=""339"" data-end=""363"">Breathable 100% cotton</p>
</li>
<li data-start=""364"" data-end=""381"">
<p data-start=""366"" data-end=""381"">Unisex design</p>
</li>
</ul>
<p data-start=""383"" data-end=""488"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""383"" data-end=""399"">Styling Tip:</strong><br data-start=""399"" data-end=""402"">Layer it with light denims or go monochrome with lilac bottoms for a fresh pastel fit.</p>
<p> </p>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","basic, lavender, oversized, tone, with",true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_20_361eac01-cecf-4370-9df5-9c749884894f.jpg?v=1755529194,1,lavender basic oversized tshirt front,false,Lavender Basic Oversized Tee,Discover the Lavender Basic Oversized T-shirt for a stylish and comfortable look. Ideal for casual wear. Shop now!,,,adult,,,,,,,,,,,adults,,lavender,cotton,crew,s; m; l; xl,short,male; female; unisex,,,,,,,kg,,,active
lavender-basic-oversized-t-shirt,,,,,,,,,m,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_21.jpg?v=1755529730,2,lavender basic oversized tshirt side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-basic-oversized-t-shirt,,,,,,,,,l,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-basic-oversized-t-shirt,,,,,,,,,xl,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lovestruck-angel-oversized-tee,Lovestruck Angel Oversized Tee,"<p>The <strong data-start=""235"" data-end=""269"">Lovestruck Angel Oversized Tee</strong> is pure streetwear energy. Featuring a bold back print of neon graffiti hearts, flames, and a dripping smiley, it’s a walking statement piece. Crafted from premium black cotton in an oversized fit, this tee is all about comfort with an edge. Perfect for those who want their outfit to speak louder than words.<br></p>
<ul>
<li data-start=""612"" data-end=""647"">
<p data-start=""614"" data-end=""647""><strong data-start=""614"" data-end=""625"">Fabric:</strong> 100% Premium Cotton</p>
</li>
<li data-start=""648"" data-end=""692"">
<p data-start=""650"" data-end=""692""><strong data-start=""650"" data-end=""658"">Fit:</strong> Oversized streetwear silhouette</p>
</li>
<li data-start=""693"" data-end=""779"">
<p data-start=""695"" data-end=""779""><strong data-start=""695"" data-end=""705"">Print:</strong> High-quality neon graffiti back graphic with “Lovestruck Angel” artwork</p>
</li>
<li data-start=""780"" data-end=""815"">
<p data-start=""782"" data-end=""815""><strong data-start=""782"" data-end=""795"">Neckline:</strong> Classic crew neck</p>
</li>
<li data-start=""816"" data-end=""864"">
<p data-start=""818"" data-end=""864""><strong data-start=""818"" data-end=""830"">Sleeves:</strong> Half sleeves for a relaxed vibe</p>
</li>
<li data-start=""865"" data-end=""939"">
<p data-start=""867"" data-end=""939""><strong data-start=""867"" data-end=""876"">Care:</strong> Machine wash cold, inside out; do not bleach; tumble dry low</p>
</li>
<li data-start=""940"" data-end=""1086"">
<p data-start=""942"" data-end=""1086""><strong data-start=""942"" data-end=""958"">Styling Tip:</strong> Rock it with ripped jeans and chunky sneakers for a street-smart look, or layer with an open flannel shirt for an extra edge.<br><br></p>
<ul data-start=""1115"" data-end=""1226"">
<li data-start=""1115"" data-end=""1146"">
<p data-start=""1117"" data-end=""1146"">Model height: 5’9"" (175 cm)</p>
</li>
<li data-start=""1147"" data-end=""1170"">
<p data-start=""1149"" data-end=""1170"">Wearing size: Large</p>
</li>
<li data-start=""1171"" data-end=""1226"">
<p data-start=""1173"" data-end=""1226"">Oversized fit — size down if you want a regular fit</p>
</li>
</ul>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",neon,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,5,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-37_1.jpg?v=1758445762,1,"",false,Lovestruck Angel Oversized Tee – Neon Graffiti Streetwear | Tact Lifestyle,"Stand out in the Lovestruck Angel Oversized Tee from Tact Lifestyle. Neon graffiti print, premium cotton comfort, and an edgy oversized fit for true streetwear lovers.",,,adult,,,,,,,,,,'2,adults,,black,cotton,crew,s; m; l; xl,short,unisex,,,,,,,kg,,,active
lovestruck-angel-oversized-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,4,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-39.jpg?v=1759156039,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lovestruck-angel-oversized-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,5,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-36_1.jpg?v=1759156039,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lovestruck-angel-oversized-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,5,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-34.jpg?v=1758445762,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
neon-skull-pop-oversized-tee,Neon Skull Illusion Puff Oversized Tee,"<p data-start=""166"" data-end=""619"">Turn heads with the <strong data-start=""213"" data-end=""245"">Neon Skull Pop Oversized Tee</strong>, a bold fusion of streetwear edge and electrifying neon vibes. Designed with all-over 3D-effect neon skull prints, this tee delivers a punch of personality to any fit. Its relaxed oversized cut and premium cotton fabric keep you cool while you turn up the heat. Perfect for late-night city strolls or daytime statement looks — this isn’t just a tee, it’s an energy boost.</p>
<p data-start=""621"" data-end=""638""><strong data-start=""621"" data-end=""636"">Model Info:</strong></p>
<ul data-start=""639"" data-end=""689"">
<li data-start=""639"" data-end=""665"">
<p data-start=""641"" data-end=""665"">Height: 5'11"" (180 cm)</p>
</li>
<li data-start=""666"" data-end=""689"">
<p data-start=""668"" data-end=""689"">Wearing size: Large</p>
</li>
</ul>",Tactlifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",neon,true,Size,s,product.metafields.shopify.size,Fabric,cotton,product.metafields.shopify.fabric,,,,,0.0,shopify,3,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-42.jpg?v=1758894846,1,"",false,Neon Skull Illusion Oversized Tee - TacT Lifestyle,"Turn heads with the Neon Skull Pop Oversized Tee, a bold fusion of streetwear edge and electrifying neon vibes. Designed with all-over 3D-effect neon  - TacT Lifestyle",,,adult,,,,,,,,,,'3,adults,,beige; white,cotton,crew,s; m; l; xl,short,unisex,medium,,,ahead,,,kg,,,active
neon-skull-pop-oversized-tee,,,,,,,,,m,,,cotton,,,,,,0.0,shopify,4,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/1_15.jpg?v=1758894846,2,Neon Skull Illusion Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
neon-skull-pop-oversized-tee,,,,,,,,,l,,,cotton,,,,,,0.0,shopify,5,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/Z_M-43.jpg?v=1758894846,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
neon-skull-pop-oversized-tee,,,,,,,,,xl,,,cotton,,,,,,0.0,shopify,3,deny,manual,960.00,1199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/f10.jpg?v=1758894846,4,Neon Skull Illusion Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
neon-skull-pop-oversized-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/f11.jpg?v=1758894846,5,Neon Skull Illusion Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-skull-pop-oversized-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/f12.jpg?v=1758894846,6,Neon Skull Illusion Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-basic-oversized-tee,Olive Green Basic Oversized Tee,"<p data-start=""71"" data-end=""161"">Soft, comfy, and perfect for everyday casual wear.</p>
<p data-start=""163"" data-end=""185""><strong data-start=""163"" data-end=""183"">Product Details:</strong></p>
<ul data-start=""186"" data-end=""333"">
<li data-start=""186"" data-end=""211"">
<p data-start=""188"" data-end=""211"">Material: 100% Cotton</p>
</li>
<li data-start=""212"" data-end=""239"">
<p data-start=""214"" data-end=""239"">Fit: Oversized, relaxed</p>
</li>
<li data-start=""240"" data-end=""263"">
<p data-start=""242"" data-end=""263"">Neckline: Crew neck</p>
</li>
<li data-start=""264"" data-end=""289"">
<p data-start=""266"" data-end=""289"">Sleeve: Short sleeves</p>
</li>
<li data-start=""290"" data-end=""333"">
<p data-start=""292"" data-end=""333"">Care: Machine wash cold, tumble dry low</p>
</li>
</ul>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"",Basic,true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_12.jpg?v=1755371551,1,Olive Green Basic Oversized Tee TacT Lifestyle,false,Olive Green Basic Oversized Tee - TacT Lifestyle,"Soft, comfy, and perfect for everyday casual wear. Product Details: Material: 100% Cotton Fit: Oversized, relaxed Neckline: Crew neck Sleeve: Short  - TacT Lifestyle",,,adult,,,,,,,,,,,adults,,green,cotton,crew,s; m; l; xl,short,unisex; male; female,,,,,,,kg,,,active
olive-green-basic-oversized-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_13.jpg?v=1755371834,2,Olive Green Basic Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
olive-green-basic-oversized-tee,,,,,,,,,l,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_28.jpg?v=1755372119,3,Olive Green Basic Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
olive-green-basic-oversized-tee,,,,,,,,,xl,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
onion-basic-oversized-tee,Onion Basic Oversized Tee,"<article class=""text-token-text-primary w-full focus:outline-none scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:0838d10a-7284-481a-8896-d4d6a43b2164-12"" data-testid=""conversation-turn-26"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @[37rem]:[--thread-content-margin:--spacing(6)] @[72rem]:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:32rem] @[34rem]:[--thread-content-max-width:40rem] @[64rem]:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""4c319527-4df3-4bb3-9b95-d4a139aa36ae"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""144"" data-end=""346"">For the days when black feels too basic. This dusty rose oversized tee is soft, chill, and lowkey makes everything look better. Minimal on print, max on vibe—just throw it on and dip.</p>
<p data-start=""348"" data-end=""370""><strong data-start=""348"" data-end=""368"">Product Details:</strong></p>
<ul data-start=""371"" data-end=""475"">
<li data-start=""371"" data-end=""396"">
<p data-start=""373"" data-end=""396"">Washed rose/pink tone</p>
</li>
<li data-start=""397"" data-end=""422"">
<p data-start=""399"" data-end=""422"">Relaxed oversized fit</p>
</li>
<li data-start=""423"" data-end=""447"">
<p data-start=""425"" data-end=""447"">100% cotton goodness</p>
</li>
<li data-start=""448"" data-end=""475"">
<p data-start=""450"" data-end=""475"">Genderless &amp; seasonless</p>
</li>
</ul>
<p data-start=""477"" data-end=""574"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""477"" data-end=""493"">Styling Tip:</strong><br data-start=""493"" data-end=""496"">Team it with baggy denims, white sneakers, and a messy hair day—it just works.</p>
</div>
</div>
</div>
</div>
<div class=""flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>",TacT Lifestyle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,s,product.metafields.shopify.size,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_22.jpg?v=1755379754,1,Onion Basic Oversized Tee TacT Lifestyle,false,Onion Basic Oversized Tee - TacT Lifestyle," For the days when black feels too basic. This dusty rose oversized tee is soft, chill, and lowkey makes everything look better. Minimal  print, max  - TacT Lifestyle",,,adult,,,,,,,,,,,adults,,onion,cotton,crew,s; m; l; xl,short,unisex; male; female,,,,,,,kg,,,active
onion-basic-oversized-tee,,,,,,,,,m,,,,,,,,,500.0,shopify,3,deny,manual,560.00,699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0621/4248/0454/files/3_23.jpg?v=1755380034,2,Onion Basic Oversized Tee TacT Lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
